"","Name","City","State","Sector","Level of institution","Historically Black College or University","Tribal college","Undergraduate enrollment","Grad enrollment","Yield","Admission","Graduation","First year retention","Walkability","Undergrads per tenure-track professor","Undergrads per instructor","URL","Tuition and fees as a percent of core revenues","Endowment assets per FTE","Average net price-students awarded grant or scholarship aid","Liquor discipline per student (3 yr avg)","Liquor arrest per student (3 yr avg)","Drug discipline per student (3 yr avg)","Drug arrest per student (3 yr avg)","Weapon discipline per student (3 yr avg)","Weapon arrest per student (3 yr avg)","Reported rape per student (3 yr avg)","Reported fondling per student (3 yr avg)","Number of physical books","Number of physical media","Number of digital/electronic books","Total library circulations (physical and digital/electronic)","Average library loans (physical) per student or faculty member","Average library loans (physical + digital) per student or faculty member","Warmest month max temp (F)","Coldest month min temp (F)","Annual precipitation (inches)","biome","Covid vax (employees)","Covid vax (students)","Abortion","Gun law stringency","Proportion of reps voting in favor of respect for right to contraception act","Proportion of reps voting in favor of respect for marriage act"
"510","Davis & Elkins College (Elkins, WV)","Elkins","WV","Private not-for-profit, 4-year or above","Four or more years","No","No",751,0,0.28,0.4,0.41,0.69,0.26,39.5,17.1,"Davis&ElkinsCollege.html",49,60152,18819,0.0381713271193964,0,0.0195295162006214,0,0.000443852640923214,0,0.00266311584553928,0.00133155792276964,"89213","2893","115633","1630",1.2,2.1,80.8,17.8,46.9,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0,0
"511","Daemen College (Amherst, NY)","Amherst","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",1480,637,0.21,0.62,0.62,0.78,0.6,13.3,9.9,"DaemenCollege.html",89,8918,19314,0.0284994489056841,0,0.0190521177767281,0,0.000157455518815934,0,0.000787277594079672,0.000787277594079672,"45472","633","178487","18435",1.9,8.1,80.4,16.5,38,"Temperate Broadleaf & Mixed Forests","No","No","Legal","A-",0.76,0.96
"512","Citadel Military College of South Carolina (Charleston, SC)","Charleston","SC","Public, 4-year or above","Four or more years","No","No",2688,179,0.32,0.75,0.74,0.86,0.41,14.9,13.2,"CitadelMilitaryCollegeofSouthCarolina.html",48,77792,17920,0.0120916172538077,0,0.00069759330310429,0.000116265550517382,0.000813858853621672,0.000348796651552145,0.000813858853621672,0.000348796651552145,"173127","1308892","324551","25267",1.8,8.2,89.1,39,48.4,"Temperate Conifer Forests","No","No","Functional ban","F",0.285714285714286,0.428571428571429
"513","Multnomah University (Portland, OR)","Portland","OR","Private not-for-profit, 4-year or above","Four or more years","No","No",308,173,0.43,0.53,0.55,0.52,0.7,77,11.4,"MultnomahUniversity.html",45,14325,30407,0.00138600138600139,0,0,0,0,0.000693000693000693,0,0,"95306","1774","156675","428527",26.2,843.6,79.7,33.6,45.3,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.8,1
"514","Slippery Rock University of Pennsylvania (Slippery Rock, PA)","Slippery Rock","PA","Public, 4-year or above","Four or more years","No","No",6968,549,0.39,0.71,0.68,0.83,0.52,21.2,18.3,"SlipperyRockUniversityofPennsylvania.html",51,4004,18117,0.00634118220921467,0.0108642632255776,0.00390226597490133,0.00399095383796727,0,0,0.000709502904527515,8.86878630659394e-05,"280565","6800","778664","17020",2,2.2,81.5,14.9,41.1,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"515","Goldey-Beacom College (Wilmington, DE)","Wilmington","DE","Private not-for-profit, 4-year or above","Four or more years","No","No",667,34,0.37,0.57,0.58,0.7,0.66,Inf,31.8,"Goldey-BeacomCollege.html",47,144587,19048,0.0884450784593438,0,0,0,0,0,0,0.0014265335235378,"43622","1122","650264","41733",4.1,57.8,85.5,22.6,44,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","B",1,1
"516","California State University-Chico (Chico, CA)","Chico","CA","Public, 4-year or above","Four or more years","No","No",15000,721,0.14,0.72,0.67,0.84,0.34,35.5,28.3,"CaliforniaStateUniversity-Chico.html",22,3586,16109,0.000148421432054789,2.12030617221127e-05,0.000678497975107606,0.000233233678943239,0,0.000275639802387465,0.000339248987553803,0.000169624493776901,"542676","28266","310786","385442",1.4,23.7,94.3,35.8,26.1,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"517","Dordt University (Sioux Center, IA)","Sioux Center","IA","Private not-for-profit, 4-year or above","Four or more years","No","No",1319,3,0.33,0.75,0.75,0.81,NA,Inf,15,"DordtUniversity.html",57,31495,25982,0.0115985879979829,0,0.000504286434694907,0,0,0,0.00100857286938981,0,"84033","8059","274863","37859",14.7,26.9,85.6,5.2,27.2,"Temperate Grasslands, Savannas & Shrublands","No","No","Functional ban","F",0.25,0.75
"518","Hofstra University (Hempstead, NY)","Hempstead","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",6156,3079,0.09,0.68,0.65,0.83,0.66,14.1,12.2,"HofstraUniversity.html",76,60404,34011,0.00281537628586898,0,0.00440353726764122,3.6094567767551e-05,0.000108283703302653,0,0.000938458761956325,0.000324851109907959,"852704","3454764","232970","619086",4.8,63.6,82.9,24.8,42.9,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"519","Notre Dame of Maryland University (Baltimore, MD)","Baltimore","MD","Private not-for-profit, 4-year or above","Four or more years","No","No",533,361,0.12,0.62,0.63,0.75,0.58,5.9,5,"NotreDameofMarylandUniversity.html",80,21849,20023,0.000745712155108128,0,0,0,0,0,0,0.000372856077554064,"334081","8169","425220","317806",11.1,317.8,87.6,23,44.8,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",0.875,0.875
"520","University of Wisconsin-La Crosse (La Crosse, WI)","La Crosse","WI","Public, 4-year or above","Four or more years","No","No",9098,394,0.46,0.73,0.69,0.84,0.64,25.8,18.2,"UniversityofWisconsin-LaCrosse.html",47,2591,12302,0.0470922882427307,0.00010535187526338,0.0100084281500211,7.02345835089198e-05,7.02345835089198e-05,0,0.000596993959825818,0.000386290209299059,"482242","9684","923148","285886",3.7,28.6,84.2,5.4,31,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","C-",0.375,0.5
"521","Milwaukee Career College (Milwaukee, WI)","Milwaukee","WI","Private for-profit, 2-year","At least 2 but less than 4 years","No","No",189,0,0.67,0.69,0.71,0.66,0.64,Inf,18.9,"MilwaukeeCareerCollege.html",99,NA,20706,0,0,0,0,0,0,0,0,"196","128","153803","91",0.1,0.5,82.4,10.9,32,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","C-",0.375,0.5
"522","Hood College (Frederick, MD)","Frederick","MD","Private not-for-profit, 4-year or above","Four or more years","No","No",1057,150,0.14,0.65,0.65,0.74,0.59,12.1,10.5,"HoodCollege.html",57,73172,23775,0.0325876829605081,0,0.00966583816625242,0,0,0,0.00138083402375035,0.000552333609500138,"106425","6380","405311","169815",2.3,129.8,86.4,21.2,38.3,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.875,0.875
"523","Eckerd College (Saint Petersburg, FL)","Saint Petersburg","FL","Private not-for-profit, 4-year or above","Four or more years","No","No",1958,0,0.17,0.67,0.66,0.81,0.58,16.2,12.1,"EckerdCollege.html",81,28124,43732,0.0337078651685393,0,0.0371127000340484,0.00153217568947906,0.000170241743275451,0,0.00238338440585632,0.00204290091930541,"149865","3487","198113","35778",3.6,16.9,90.3,51.3,49.1,NA,"No","No","Legal","C-",0.444444444444444,0.62962962962963
"524","Louisiana Tech University (Ruston, LA)","Ruston","LA","Public, 4-year or above","Four or more years","No","No",8131,732,0.42,0.64,0.6,0.8,0.29,30,21,"LouisianaTechUniversity.html",40,7620,11630,0.00056414306668171,0,0.00150438151115123,0.00327202978675392,0,0.000112828613336342,0,3.76095377787807e-05,"1225457","670","290609","16696",0.5,1.8,92.5,32.5,53.6,"Temperate Conifer Forests","No","Yes","Prohibited","F",0.166666666666667,0.166666666666667
"525","St Bonaventure University (Saint Bonaventure, NY)","Saint Bonaventure","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",1767,121,0.21,0.75,0.74,0.84,0.27,16.5,12.2,"StBonaventureUniversity.html",66,32149,23748,0.132768361581921,0,0.0529661016949153,0.00123587570621469,0.000176553672316384,0,0.00176553672316384,0.000353107344632768,"376048","14161","180212","3401",1.1,1.7,79.2,11.8,40.2,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",0.76,0.96
"526","Culver-Stockton College (Canton, MO)","Canton","MO","Private not-for-profit, 4-year or above","Four or more years","No","No",882,39,0.15,0.52,0.52,0.58,0.36,29.4,18,"Culver-StocktonCollege.html",73,28306,21389,0.0647846543612016,0.00180962721679334,0.00579080709373869,0.00977198697068404,0.000361925443358668,0,0.00217155266015201,0.001085776330076,"107080","2616","317701","89294",4.8,92.1,88,14.4,38.3,"Temperate Grasslands, Savannas & Shrublands","No","Yes","Prohibited","F",0.25,0.375
"527","Southeastern University (Lakeland, FL)","Lakeland","FL","Private not-for-profit, 4-year or above","Four or more years","No","No",4974,487,0.58,0.48,0.45,0.65,0.34,Inf,35,"SoutheasternUniversity.html",92,1439,25987,0.00183116645303058,6.1038881767686e-05,0.000793505462979918,0.000976622108282976,0.000183116645303058,6.1038881767686e-05,0.00030519440883843,0.000122077763535372,"79265","7456","218994","26886",1.9,4.8,91,49.3,47.6,"Temperate Conifer Forests","No","No","Legal","C-",0.444444444444444,0.62962962962963
"528","Greenville University (Greenville, IL)","Greenville","IL","Private not-for-profit, 4-year or above","Four or more years","No","No",838,28,0.24,0.56,0.56,0.62,0.51,18.2,13.3,"GreenvilleUniversity.html",69,19466,21366,0.00846805234795997,0,0.00115473441108545,0,0,0,0.00115473441108545,0.00115473441108545,"92564","2320","193087","5655",2.7,6.1,88.5,18.9,38.1,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"529","Alvernia University (Reading, PA)","Reading","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",1656,275,0.16,0.64,0.63,0.72,0.4,20.2,14,"AlverniaUniversity.html",88,10769,27129,0.0250302088727775,0,0.00397030899361298,0,0,0,0.000172622130157086,0.000172622130157086,"72269","1771","244050","114080",4.3,55.7,84.4,19.2,43.7,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","B-",0.555555555555556,0.666666666666667
"530","Xavier University (Cincinnati, OH)","Cincinnati","OH","Private not-for-profit, 4-year or above","Four or more years","No","No",4834,590,0.11,0.76,0.73,0.83,0.47,18.9,12.1,"XavierUniversity.html",67,29331,34945,0.069567354965585,0.000553097345132743,0.0223082595870207,0.000553097345132743,0,6.14552605703048e-05,0.0147492625368732,0.000860373647984267,"207773","7745","626431","86957",2.9,14.9,86.4,20.1,41.5,"Temperate Broadleaf & Mixed Forests","No","Yes","Functional ban","D",0.3125,0.5
"531","Louisiana State University and Agricultural & Mechanical College (Baton Rouge, LA)","Baton Rouge","LA","Public, 4-year or above","Four or more years","No","No",22726,4499,0.34,0.75,0.68,0.83,0.32,23.3,16.9,"LouisianaStateUniversityandAgricultural&MechanicalCollege.html",33,19789,20352,0,0.00222834404652586,0,0.00198347107438017,0,6.12182430364249e-05,0.000379553106825834,0.00017141108050199,"2908018","1086033","636790","566140",1,19.8,90.9,39.2,59.8,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.166666666666667,0.166666666666667
"532","University of North Florida (Jacksonville, FL)","Jacksonville","FL","Public, 4-year or above","Four or more years","No","No",10757,1013,0.22,0.72,0.67,0.83,0.52,30,20.7,"UniversityofNorthFlorida.html",29,7806,9789,0.0230812800906259,2.83205890682526e-05,0.00818465024072501,0.00271877655055225,0.000198244123477768,5.66411781365052e-05,0.000424808836023789,0.000141602945341263,"563349","54963","732491","105202",1.1,8.6,91.6,44.1,49.2,"Temperate Conifer Forests","No","No","Legal","C-",0.444444444444444,0.62962962962963
"533","University of Tennessee-Knoxville (Knoxville, TN)","Knoxville","TN","Public, 4-year or above","Four or more years","No","No",22018,3816,0.31,0.79,0.72,0.87,0.31,19.5,13.5,"UniversityofTennessee-Knoxville.html",29,28335,21133,0.0199478723129726,0.00095481406931434,0.00527728316688602,0.00110964878325721,0.000103223142628577,0.00011612603545715,0.000799979355371474,0.00136770663982865,"1593597","366383","1313959","1450757",2.2,52.8,87.6,26.6,49.9,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.222222222222222,0.222222222222222
"534","Salisbury University (Salisbury, MD)","Salisbury","MD","Public, 4-year or above","Four or more years","No","No",7090,530,0.24,0.74,0.7,0.81,0.34,20.2,15.9,"SalisburyUniversity.html",44,8895,18599,0.018591426071741,8.74890638670166e-05,0,0.000393700787401575,0.000349956255468066,0.000218722659667542,0.000437445319335083,0.000656167979002625,"243003","5081","146665","37987",4.3,4.7,86.5,26.6,43.7,"Temperate Conifer Forests","Yes","Yes","Legal","A-",0.875,0.875
"535","Carthage College (Kenosha, WI)","Kenosha","WI","Private not-for-profit, 4-year or above","Four or more years","No","No",2548,41,0.14,0.68,0.66,0.76,0.64,21.4,14.8,"CarthageCollege.html",76,34605,27161,0.050856186429767,0,0.0302562121797348,0.000643749195313506,0.000128749839062701,0,0.00154499806875241,0.00115874855156431,"100005","6227","329322","293696",2.1,106.4,79.5,12.4,33.7,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Prohibited","C-",0.375,0.5
"536","Texas Lutheran University (Seguin, TX)","Seguin","TX","Private not-for-profit, 4-year or above","Four or more years","No","No",1380,26,0.25,0.56,0.55,0.73,0.54,19.2,16.2,"TexasLutheranUniversity.html",56,66607,19128,0.0208629682313893,0,0.0128022759601707,0.000237079184447606,0.000237079184447606,0,0.00118539592223803,0.000237079184447606,"115420","1331","238636","10719",2.6,7.2,96.1,38.8,31.9,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"537","Crown College (Saint Bonifacius, MN)","Saint Bonifacius","MN","Private not-for-profit, 4-year or above","Four or more years","No","No",604,288,0.32,0.5,0.5,0.64,0.58,22.4,20.1,"CrownCollege.html",87,8129,25977,0,0,0,0,0,0,0,0,"75352","1560","215881","40454",16.5,43.9,83.5,0.9,29.6,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C+",0.571428571428571,0.714285714285714
"538","Texas Tech University (Lubbock, TX)","Lubbock","TX","Public, 4-year or above","Four or more years","No","No",28062,4062,0.35,0.69,0.61,0.87,0.42,25.1,16.6,"TexasTechUniversity.html",37,21307,15452,0.0151392520649151,0.00164985680488109,0.00267712613622214,0.00672394471423235,0,0.000103764578923339,0.000560328726186029,0.000238658531523679,"2941748","2639152","160584","635300",2.6,18.8,92.1,25.9,18.4,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"539","Pennsylvania College of Art and Design (Lancaster, PA)","Lancaster","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",232,0,0.45,0.43,0.44,0.81,0.36,Inf,17.8,"PennsylvaniaCollegeofArtandDesign.html",83,7775,28321,0,0,0.00431034482758621,0,0,0,0,0,"11192","1769","16288","43640",9.8,178.1,84.9,19.9,41.3,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"540","Cambridge College of Healthcare & Technology (Delray Beach, FL)","Delray Beach","FL","Private for-profit, 4-year or above","Four or more years","No","No",564,0,NA,NA,1,NA,0.66,Inf,Inf,"CambridgeCollegeofHealthcare&Technology.html",100,NA,17711,0,0,0,0,0,0,0,0,"422","40","189850","46333",0,82.2,90.7,56.1,59.6,"Temperate Conifer Forests","No","No","Legal","C-",0.444444444444444,0.62962962962963
"541","Morningside College (Sioux City, IA)","Sioux City","IA","Private not-for-profit, 4-year or above","Four or more years","No","No",1183,33,0.16,0.63,0.62,0.68,0.64,20.8,15.6,"MorningsideCollege.html",69,23445,22146,0.0263157894736842,0,0.0101425438596491,0,0,0,0.00109649122807018,0,"33761","1868","209679","5231",0.9,4,86.2,7.7,27.2,"Temperate Grasslands, Savannas & Shrublands","No","No","Functional ban","F",0.25,0.75
"542","Drexel University (Philadelphia, PA)","Philadelphia","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",13878,4339,0.13,0.75,0.69,0.89,0.66,20.7,9.7,"DrexelUniversity.html",64,33311,39463,0.0179502662348356,5.48937805346654e-05,0.00733746866480028,0.000164681341603996,0.000146383414759108,1.82979268448885e-05,0.000182979268448885,0.000146383414759108,"292022","6002","885237","1499483",4.6,76.3,86.5,23.9,43.5,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B-",0.555555555555556,0.666666666666667
"543","Saint Louis Christian College (Florissant, MO)","Florissant","MO","Private not-for-profit, 4-year or above","Four or more years","No","No",66,0,0.59,0.38,0.4,0.33,0.51,Inf,13.2,"SaintLouisChristianCollege.html",31,17331,11004,0,0,0,0,0.00505050505050505,0,0,0,"27905","318","0","365",5.1,5.1,88.9,19.8,38.1,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.25,0.375
"544","Mount Carmel College of Nursing (Columbus, OH)","Columbus","OH","Private not-for-profit, 4-year or above","Four or more years","No","No",549,101,0.46,0.74,0.74,0.61,0.48,Inf,11.4,"MountCarmelCollegeofNursing.html",87,NA,14454,0,0,0.00102564102564103,0.000512820512820513,0,0,0,0,"6029","457","400673","11563",2.1,16.6,85.3,18.7,37.2,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"545","Point University (West Point, GA)","West Point","GA","Private not-for-profit, 4-year or above","Four or more years","No","No",1109,43,0.53,0.29,0.28,0.63,0.29,Inf,23.6,"PointUniversity.html",63,2902,24449,0,0,0,0,0,0,0,0,"13593","12","165000","13544",0.2,11.3,91,32.4,52.9,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","F",0.428571428571429,0.428571428571429
"546","William Jessup University (Rocklin, CA)","Rocklin","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",1078,392,0.38,0.65,0.64,0.78,0.64,24,22,"WilliamJessupUniversity.html",88,2028,26094,0,0,0.00136054421768707,0,0,0,0,0,"54790","943","489216","180331",5.9,118.7,94.6,37.8,22,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","A",0.792452830188679,0.886792452830189
"547","Manchester University (North Manchester, IN)","North Manchester","IN","Private not-for-profit, 4-year or above","Four or more years","No","No",1060,284,0.13,0.56,0.55,0.67,0.34,12.3,9.2,"ManchesterUniversity.html",71,42055,17936,0.0384424603174603,0.000248015873015873,0.00942460317460317,0.00173611111111111,0.00124007936507937,0,0.00148809523809524,0,"81637","1264","330006","64508",1.7,44.2,84,14.7,38.5,"Temperate Broadleaf & Mixed Forests","No","No","Legal","D-",0.222222222222222,0.222222222222222
"548","Manhattan College (Riverdale, NY)","Riverdale","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",3365,466,0.14,0.74,0.71,0.81,0.66,15.4,14.1,"ManhattanCollege.html",75,28964,32044,0.0529887757765596,0,0.0190550770033934,0,0,0,0.000348037936135039,0.000174018968067519,"214535","2083","71064","7837",1.8,1.9,84.9,23.2,45,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"549","Berry College (Mount Berry, GA)","Mount Berry","GA","Private not-for-profit, 4-year or above","Four or more years","No","No",1911,37,0.19,0.71,0.69,0.83,0.29,15.5,11.7,"BerryCollege.html",19,525871,24605,0.0184804928131417,0.000171115674195756,0.00752908966461328,0.000171115674195756,0.000513347022587269,0,0.00136892539356605,0.000684462696783025,"476336","9092","968875","16921",6.2,8,89.2,29.1,53.6,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","F",0.428571428571429,0.428571428571429
